Date,NAV (CAD),Market price (CAD)
Nov 08 2019,$72.6821,$72.6500
Nov 07 2019,$72.2288,$72.1950
Nov 06 2019,$72.0012,$71.9900
Nov 05 2019,$71.8703,$71.8700
Nov 04 2019,$71.8938,$71.8800
Nov 01 2019,$71.5628,$71.5050
Oct 31 2019,$71.0343,$70.9650
Oct 30 2019,$71.2341,$71.1850
Oct 29 2019,$70.6072,$70.5950
Oct 28 2019,$70.4426,$70.4450
Oct 25 2019,$70.0414,$70.0900
Oct 24 2019,$69.8230,$69.8650
Oct 23 2019,$69.7332,$69.7050
Oct 22 2019,$69.6506,$69.6750
Oct 21 2019,$69.8166,$69.8050
Oct 18 2019,$69.5399,$69.6050
Oct 17 2019,$69.9414,$69.9450
Oct 16 2019,$70.0662,$70.0400
Oct 15 2019,$70.1815,$70.2050
Oct 11 2019,$69.5712,$69.6300
Oct 10 2019,$69.3432,$69.3200
Oct 09 2019,$69.0613,$69.0650
Oct 08 2019,$68.3701,$68.4250
Oct 07 2019,$69.3673,$69.4750
Oct 04 2019,$69.6926,$69.7200
Oct 03 2019,$68.8632,$68.8100
Oct 02 2019,$68.2035,$68.1850
Oct 01 2019,$68.9402,$68.9400
Sep 30 2019,$69.9299,$69.9650
Sep 27 2019,$69.5630,$69.5350
Sep 26 2019,$70.1189,$70.0900
Sep 25 2019,$70.2484,$70.2200
Sep 24 2019,$69.9633,$69.9350
Sep 23 2019,$70.6489,$70.6350
Sep 20 2019,$70.6830,$70.7750
Sep 19 2019,$70.9992,$71.0100
Sep 18 2019,$71.1405,$71.1100
Sep 17 2019,$70.8588,$70.8900
Sep 16 2019,$70.6960,$70.7150
Sep 13 2019,$71.1224,$71.0900
Sep 12 2019,$70.7925,$70.8350
Sep 11 2019,$70.4705,$70.4000
Sep 10 2019,$69.7421,$69.6400
Sep 09 2019,$69.7747,$69.7650
Sep 06 2019,$69.8605,$69.8550
Sep 05 2019,$70.0796,$70.0650
Sep 04 2019,$69.1521,$69.1350
Sep 03 2019,$68.9859,$68.9550
Aug 30 2019,$69.2333,$69.2750
Aug 29 2019,$69.1682,$69.1500
Aug 28 2019,$68.3317,$68.3200
Aug 27 2019,$67.8222,$67.8700
Aug 26 2019,$67.8750,$67.7400
Aug 23 2019,$67.3084,$67.1500
Aug 22 2019,$69.1253,$69.1400
Aug 21 2019,$69.1044,$69.0900
Aug 20 2019,$68.6777,$68.6900
Aug 19 2019,$69.3127,$69.3350
Aug 16 2019,$68.1404,$68.1550
Aug 15 2019,$67.3894,$67.4450
Aug 14 2019,$67.1630,$67.2900
Aug 13 2019,$68.7949,$68.7400
Aug 12 2019,$67.7792,$67.8250
Aug 09 2019,$68.4569,$68.4700
Aug 08 2019,$69.0368,$68.9800
Aug 07 2019,$68.1099,$68.2200
Aug 06 2019,$67.9051,$67.9300
Aug 02 2019,$68.7649,$68.7350
Aug 01 2019,$69.3055,$69.3000
Jul 31 2019,$69.7778,$69.8750
Jul 30 2019,$70.3316,$70.2650
Jul 29 2019,$70.5345,$70.5400
Jul 26 2019,$70.7185,$70.7250
Jul 25 2019,$70.1872,$70.1250
Jul 24 2019,$70.4589,$70.4350
Jul 23 2019,$70.1118,$70.0750
Jul 22 2019,$69.4535,$69.4350
Jul 19 2019,$69.0195,$69.0350
Jul 18 2019,$69.2664,$69.2350
Jul 17 2019,$69.0776,$69.1200
Jul 16 2019,$69.6861,$69.7000
Jul 15 2019,$69.7830,$69.7450
Jul 12 2019,$69.6721,$69.6850
Jul 11 2019,$69.4726,$69.4950
Jul 10 2019,$69.4425,$69.4250
Jul 09 2019,$69.3588,$69.3950
Jul 08 2019,$69.1142,$69.1100
Jul 05 2019,$69.3478,$69.2650
Jul 04 2019,$69.3329,$69.5850
Jul 03 2019,$69.3913,$69.4700
Jul 02 2019,$69.1093,$69.0400
Jun 28 2019,$68.2444,$68.2550
Jun 27 2019,$67.9032,$67.9850
Jun 26 2019,$68.0949,$68.1150
Jun 25 2019,$68.4360,$68.5000
Jun 24 2019,$69.1771,$69.1700
Jun 21 2019,$69.3981,$69.4250
Jun 20 2019,$69.3853,$69.4850
Jun 19 2019,$69.2553,$69.2850
Jun 18 2019,$69.5614,$69.5600
Jun 17 2019,$69.0346,$68.9950
Jun 14 2019,$68.9726,$68.9950
Jun 13 2019,$68.6698,$68.5850
Jun 12 2019,$68.3884,$68.3550
Jun 11 2019,$68.2480,$68.2500
Jun 10 2019,$68.1710,$68.1950
Jun 07 2019,$67.9117,$67.9450
Jun 06 2019,$67.7041,$67.6750
Jun 05 2019,$67.5284,$67.5000
Jun 04 2019,$66.8274,$66.8250
Jun 03 2019,$65.6275,$65.6700
May 31 2019,$66.1705,$66.2050
May 30 2019,$67.0210,$66.9900
May 29 2019,$66.8874,$66.9550
May 28 2019,$67.2461,$67.3400
May 27 2019,$67.5961,$67.8050
May 24 2019,$67.5537,$67.5450
May 23 2019,$67.6450,$67.6200
May 22 2019,$68.1922,$68.2450
May 21 2019,$68.2650,$68.2900
May 17 2019,$68.4157,$68.4250
May 16 2019,$68.8556,$68.8300
May 15 2019,$68.1356,$68.1300
May 14 2019,$67.8458,$67.8650
May 13 2019,$67.2969,$67.3250
May 10 2019,$68.6929,$68.6300
May 09 2019,$68.6183,$68.6200
May 08 2019,$68.9266,$68.9800
May 07 2019,$69.0317,$68.9450
May 06 2019,$69.9843,$69.9650
May 03 2019,$70.2003,$70.2050
May 02 2019,$69.7577,$69.7350
May 01 2019,$69.7637,$69.7950
Apr 30 2019,$70.0360,$70.0700
Apr 29 2019,$70.2559,$70.2900
Apr 26 2019,$70.2355,$70.1850
Apr 25 2019,$70.0475,$70.0800
Apr 24 2019,$70.0867,$70.1250
Apr 23 2019,$69.9441,$69.9450
Apr 22 2019,$68.8968,$68.9100
Apr 18 2019,$68.9950,$68.9900
Apr 17 2019,$68.6931,$68.6950
Apr 16 2019,$68.9128,$68.8800
Apr 15 2019,$68.9436,$68.9550
Apr 12 2019,$68.7789,$68.7550
Apr 11 2019,$68.5143,$68.5500
Apr 10 2019,$68.2865,$68.2550
Apr 09 2019,$68.0698,$67.9850
Apr 08 2019,$68.3489,$68.3350
Apr 05 2019,$68.6747,$68.6400
Apr 04 2019,$68.1925,$68.1900
Apr 03 2019,$67.9660,$67.9750
Apr 02 2019,$67.8217,$67.8350
Apr 01 2019,$67.6741,$67.7000
Mar 29 2019,$67.1548,$67.1850
Mar 28 2019,$67.1098,$67.0950
Mar 27 2019,$66.6868,$66.6350
Mar 26 2019,$66.9005,$66.8700
Mar 25 2019,$66.4858,$66.5150
Mar 22 2019,$66.6755,$66.7350
Mar 21 2019,$67.7032,$67.6850
Mar 20 2019,$66.8917,$66.9450
Mar 19 2019,$67.2422,$67.1950
Mar 18 2019,$67.3782,$67.3650
Mar 15 2019,$67.1709,$67.1150
Mar 14 2019,$66.7326,$66.7000
Mar 13 2019,$66.5932,$66.5750
Mar 12 2019,$66.4586,$66.4050
Mar 11 2019,$66.4291,$66.4350
Mar 08 2019,$65.5038,$65.5050
Mar 07 2019,$65.9104,$65.9050
Mar 06 2019,$66.3091,$66.3250
Mar 05 2019,$66.3211,$66.3750
Mar 04 2019,$66.1874,$66.1350
Mar 01 2019,$66.3678,$66.3750
Feb 28 2019,$65.2480,$65.2550
Feb 27 2019,$65.3662,$65.3600
Feb 26 2019,$65.4740,$65.4950
Feb 25 2019,$65.6444,$65.6650
Feb 22 2019,$65.3190,$65.3250
Feb 21 2019,$65.3050,$65.2750
Feb 20 2019,$65.3152,$65.2550
Feb 19 2019,$65.3329,$65.3200
Feb 15 2019,$65.4083,$65.3700
Feb 14 2019,$64.9004,$64.9150
Feb 13 2019,$64.8659,$64.8650
Feb 12 2019,$64.6051,$64.5950
Feb 11 2019,$64.0712,$64.0700
Feb 08 2019,$63.8742,$63.7700
Feb 07 2019,$63.9556,$63.9100
Feb 06 2019,$64.1303,$64.0800
Feb 05 2019,$63.8547,$63.8350
Feb 04 2019,$63.4806,$63.4300
Feb 01 2019,$62.8969,$62.9000
Jan 31 2019,$63.1006,$63.1700
Jan 30 2019,$62.6291,$62.6100
Jan 29 2019,$62.2682,$62.2350
Jan 28 2019,$62.2140,$62.1650
Jan 25 2019,$62.5691,$62.5300
Jan 24 2019,$62.6491,$62.6750
Jan 23 2019,$62.5356,$62.5050
Jan 22 2019,$62.4871,$62.2850
Jan 21 2019,$63.0668,$63.1400
Jan 18 2019,$62.9580,$62.9000
Jan 17 2019,$62.1274,$62.1050
Jan 16 2019,$61.5791,$61.5550
Jan 15 2019,$61.5035,$61.4650
Jan 14 2019,$60.8193,$60.8900
Jan 11 2019,$61.1333,$61.1300
Jan 10 2019,$61.0095,$61.0050
Jan 09 2019,$60.6542,$60.6250
Jan 08 2019,$60.6540,$60.6450
Jan 07 2019,$60.1587,$60.2100
Jan 04 2019,$60.1645,$60.1500
Jan 03 2019,$58.6097,$58.6550
Jan 02 2019,$60.4882,$60.4100
Dec 31 2018,$60.7526,$60.4150
Dec 28 2018,$60.2396,$60.1000
Dec 27 2018,$60.4045,$60.2200
Dec 24 2018,$56.9063,$57.0600
Dec 21 2018,$58.5121,$58.5650
Dec 20 2018,$59.2125,$59.1300
Dec 19 2018,$60.2214,$60.3450
Dec 18 2018,$61.1189,$61.1600
Dec 17 2018,$60.8283,$60.8200
Dec 14 2018,$62.0176,$61.9850
Dec 13 2018,$63.0490,$63.0600
Dec 12 2018,$63.1005,$63.1600
Dec 11 2018,$62.9254,$62.9650
Dec 10 2018,$62.9614,$63.0500
Dec 07 2018,$62.4524,$62.5200
Dec 06 2018,$64.2159,$64.1600
Dec 05 2018,$64.4200,$64.8800
Dec 04 2018,$63.8110,$63.7700
Dec 03 2018,$65.6451,$65.6350
Nov 30 2018,$65.2152,$65.2300
Nov 29 2018,$64.7613,$64.7750
Nov 28 2018,$64.8242,$64.7650
Nov 27 2018,$63.4759,$63.4500
Nov 26 2018,$63.0850,$63.0600
Nov 23 2018,$62.0118,$61.9850
Nov 22 2018,$62.1901,$62.2200
Nov 21 2018,$62.4637,$62.5150
Nov 20 2018,$62.5546,$62.5650
Nov 19 2018,$63.1045,$63.0500
Nov 16 2018,$64.0737,$64.0350
Nov 15 2018,$64.0418,$63.9150
Nov 14 2018,$63.6406,$63.6250
Nov 13 2018,$64.0935,$64.1100
Nov 12 2018,$64.2110,$64.2050
Nov 09 2018,$65.2924,$65.3300
Nov 08 2018,$65.6915,$65.6500
Nov 07 2018,$65.5563,$65.5700
Nov 06 2018,$64.2640,$64.2650
Nov 05 2018,$63.7505,$63.7350
Nov 02 2018,$63.3710,$63.3150
Nov 01 2018,$63.7084,$63.6900
Oct 31 2018,$63.4232,$63.4300
Oct 30 2018,$62.5510,$62.5200
Oct 29 2018,$61.6813,$61.6100
Oct 26 2018,$61.7636,$61.6700
Oct 25 2018,$62.7895,$62.8150
Oct 24 2018,$61.5966,$61.4850
Oct 23 2018,$63.6765,$63.6600
Oct 22 2018,$64.1401,$64.2000
Oct 19 2018,$64.4461,$64.4650
Oct 18 2018,$64.3346,$64.2550
Oct 17 2018,$64.9370,$64.9150
Oct 16 2018,$64.5802,$64.5950
Oct 15 2018,$63.4489,$63.5650
Oct 12 2018,$64.0198,$64.1350
Oct 11 2018,$63.1788,$63.2100
Oct 10 2018,$64.5546,$64.5550
Oct 09 2018,$66.2281,$66.2350
Oct 05 2018,$66.3210,$66.3050
Oct 04 2018,$66.5941,$66.5800
Oct 03 2018,$66.7656,$66.7150
Oct 02 2018,$66.5486,$66.5350
Oct 01 2018,$66.4572,$66.4650
Sep 28 2018,$66.8012,$66.7850
Sep 27 2018,$67.4837,$67.5100
Sep 26 2018,$67.1182,$67.0750
Sep 25 2018,$67.3128,$67.2800
Sep 24 2018,$67.3567,$67.3700
Sep 21 2018,$67.4260,$67.4100
Sep 20 2018,$67.4031,$67.4050
Sep 19 2018,$66.9825,$66.9950
Sep 18 2018,$67.1922,$67.2300
Sep 17 2018,$67.0723,$67.0450
Sep 14 2018,$67.5079,$67.5200
Sep 13 2018,$67.3019,$67.2900
Sep 12 2018,$66.9114,$66.9300
Sep 11 2018,$67.4673,$67.4800
Sep 10 2018,$67.4825,$67.4800
Sep 07 2018,$67.4243,$67.4650
Sep 06 2018,$67.4134,$67.4050
Sep 05 2018,$67.7792,$67.7900
Sep 04 2018,$67.9578,$67.9500
Aug 31 2018,$67.4043,$67.4350
Aug 30 2018,$66.9990,$67.0250
Aug 29 2018,$66.9410,$66.9450
Aug 28 2018,$66.7309,$66.6850
Aug 27 2018,$66.7913,$66.8050
Aug 24 2018,$66.6504,$66.6300
Aug 23 2018,$66.5316,$66.5150
Aug 22 2018,$66.1367,$66.1650
Aug 21 2018,$66.4319,$66.4850
Aug 20 2018,$66.2906,$66.2950
Aug 17 2018,$66.2305,$66.2200
Aug 16 2018,$66.5185,$66.4850
Aug 15 2018,$65.8631,$65.8600
Aug 14 2018,$66.0258,$66.0350
Aug 13 2018,$65.9118,$65.9250
Aug 10 2018,$66.1185,$66.1350
Aug 09 2018,$66.1399,$66.1650
Aug 08 2018,$66.1090,$66.1450
Aug 07 2018,$66.3400,$66.3250
Aug 03 2018,$65.5471,$65.5100
Aug 02 2018,$65.3885,$65.3850
Aug 01 2018,$64.9634,$64.9600
Jul 31 2018,$65.0966,$65.1250
Jul 30 2018,$64.8812,$64.8850
Jul 27 2018,$65.4127,$65.3950
Jul 26 2018,$65.8957,$65.9100
Jul 25 2018,$65.9011,$65.8600
Jul 24 2018,$65.9016,$65.8850
Jul 23 2018,$65.6482,$65.6200
Jul 20 2018,$65.3170,$65.3100
Jul 19 2018,$66.0929,$66.0750
Jul 18 2018,$65.8423,$65.8650
Jul 17 2018,$65.8292,$65.8350
Jul 16 2018,$65.3147,$65.2950
Jul 13 2018,$65.4352,$65.4500
Jul 12 2018,$65.3942,$65.4050
Jul 11 2018,$65.0629,$65.0750
Jul 10 2018,$65.0616,$65.0700
Jul 09 2018,$64.8381,$64.8200
Jul 06 2018,$64.2179,$64.2300
Jul 05 2018,$63.8285,$63.7850
Jul 04 2018,$63.3530,$63.4850
Jul 03 2018,$63.2999,$63.2250
Jun 29 2018,$63.5270,$63.4850
Jun 28 2018,$63.9401,$63.9200
Jun 27 2018,$64.3469,$64.4350
Jun 26 2018,$64.6257,$64.6100
Jun 25 2018,$64.4307,$64.4550
Jun 22 2018,$65.2074,$65.2000
Jun 21 2018,$65.2193,$65.2050
Jun 20 2018,$65.6906,$65.7000
Jun 19 2018,$65.4293,$65.4350
Jun 18 2018,$65.2341,$65.2350
Jun 15 2018,$65.3580,$65.3150
Jun 14 2018,$64.9333,$64.9400
Jun 13 2018,$64.2291,$64.2550
Jun 12 2018,$64.6421,$64.6450
Jun 11 2018,$64.3677,$64.4150
Jun 08 2018,$64.0251,$64.0200
Jun 07 2018,$64.0765,$64.0750
Jun 06 2018,$63.9957,$63.9400
Jun 05 2018,$63.5622,$63.5350
Jun 04 2018,$63.2738,$63.2650
Jun 01 2018,$63.1129,$63.0800
May 31 2018,$62.4867,$62.5350
May 30 2018,$62.4717,$62.4750
May 29 2018,$62.3168,$62.3450
May 28 2018,$62.9993,$63.1800
May 25 2018,$62.8495,$62.8550
May 24 2018,$62.5952,$62.5750
May 23 2018,$62.4233,$62.3950
May 22 2018,$62.1690,$62.2100
May 18 2018,$62.1850,$62.2250
May 17 2018,$61.9485,$61.9700
May 16 2018,$61.9910,$61.9500
May 15 2018,$62.0708,$62.0200
May 14 2018,$62.1887,$62.1650
May 11 2018,$62.0710,$62.0450
May 10 2018,$61.7724,$61.7500
May 09 2018,$61.6473,$61.6350
May 08 2018,$61.5059,$61.4650
May 07 2018,$61.2260,$61.2250
May 04 2018,$60.9016,$60.8350
May 03 2018,$60.0719,$60.0200
May 02 2018,$60.3215,$60.2950
May 01 2018,$60.6437,$60.6350
Apr 30 2018,$60.4201,$60.4650
Apr 27 2018,$60.8773,$60.9900
Apr 26 2018,$61.0521,$61.0400
Apr 25 2018,$60.2692,$60.1850
Apr 24 2018,$60.0075,$59.9550
Apr 23 2018,$60.9413,$60.9150
Apr 20 2018,$60.5324,$60.4600
Apr 19 2018,$60.5912,$60.5550
Apr 18 2018,$60.7323,$60.7700
Apr 17 2018,$60.3521,$60.3600
Apr 16 2018,$59.8128,$59.8300
Apr 13 2018,$59.4890,$59.5150
Apr 12 2018,$59.5746,$59.5850
Apr 11 2018,$58.9955,$59.0100
Apr 10 2018,$59.4746,$59.4500
Apr 09 2018,$58.9884,$58.9750
Apr 06 2018,$59.0225,$59.0600
Apr 05 2018,$60.3007,$60.3450
Apr 04 2018,$59.9364,$60.0350
Apr 03 2018,$59.4162,$59.3850
Apr 02 2018,$59.1600,$59.1950
Mar 29 2018,$60.4205,$60.4700
Mar 28 2018,$59.7549,$59.7850
Mar 27 2018,$59.7645,$59.7600
Mar 26 2018,$60.6642,$60.6650
Mar 23 2018,$59.3641,$59.4300
Mar 22 2018,$60.8955,$60.9250
Mar 21 2018,$62.3504,$62.4350
Mar 20 2018,$63.3718,$63.3800
Mar 19 2018,$63.1541,$63.2200
Mar 16 2018,$64.1708,$64.2650
Mar 15 2018,$63.8946,$63.9550
Mar 14 2018,$63.4532,$63.4250
Mar 13 2018,$63.8976,$63.9150
Mar 12 2018,$63.6504,$63.7450
Mar 09 2018,$63.6259,$63.5850
Mar 08 2018,$62.9219,$62.8350
Mar 07 2018,$62.6371,$62.6300
Mar 06 2018,$62.6039,$62.5750
Mar 05 2018,$62.9507,$62.9700
Mar 02 2018,$61.7505,$61.7900
Mar 01 2018,$61.0949,$61.1050
Feb 28 2018,$61.9815,$62.0700
Feb 27 2018,$62.3551,$62.4450
Feb 26 2018,$62.7209,$62.6600
Feb 23 2018,$61.9334,$61.8850
Feb 22 2018,$61.1809,$61.2050
Feb 21 2018,$60.9918,$61.0450
Feb 20 2018,$61.1037,$61.1150
Feb 16 2018,$61.0291,$61.1050
Feb 15 2018,$60.7060,$60.6150
Feb 14 2018,$60.0163,$60.0400
Feb 13 2018,$59.6678,$59.6500
Feb 12 2018,$59.4986,$59.4750
Feb 09 2018,$58.6494,$58.5750
Feb 08 2018,$57.8421,$58.0300
Feb 07 2018,$59.8738,$59.9900
Feb 06 2018,$59.9462,$59.7500
Feb 05 2018,$58.9311,$59.1100
Feb 02 2018,$60.9471,$60.9600
Feb 01 2018,$61.4986,$61.5100
Jan 31 2018,$61.7133,$61.7400
Jan 30 2018,$61.8040,$61.8850
Jan 29 2018,$62.4930,$62.5650
Jan 26 2018,$62.8871,$62.8400
Jan 25 2018,$62.3656,$62.3700
Jan 24 2018,$62.1632,$62.1900
Jan 23 2018,$62.6732,$62.6950
Jan 22 2018,$62.6696,$62.6400
Jan 19 2018,$62.4326,$62.4200
Jan 18 2018,$61.7340,$61.7400
Jan 17 2018,$61.8630,$61.8300
Jan 16 2018,$61.3006,$61.3200
Jan 15 2018,$61.4677,$62.4500
Jan 12 2018,$61.7078,$61.6800
Jan 11 2018,$61.5774,$61.5500
Jan 10 2018,$61.2043,$61.2200
Jan 09 2018,$60.9326,$60.9250
Jan 08 2018,$60.5951,$60.6000
Jan 05 2018,$60.4167,$60.4300
Jan 04 2018,$60.4456,$60.4400
Jan 03 2018,$60.3768,$60.3800
Jan 02 2018,$59.8693,$59.8300
Dec 29 2017,$59.7353,$59.7300
Dec 28 2017,$59.9447,$59.9550
Dec 27 2017,$60.4030,$60.3900
Dec 22 2017,$60.8698,$60.8100
Dec 21 2017,$60.9587,$60.9500
Dec 20 2017,$61.2674,$61.2900
Dec 19 2017,$61.5081,$61.5400
Dec 18 2017,$61.6988,$61.6950
Dec 15 2017,$61.3776,$61.3450
Dec 14 2017,$60.2927,$60.3300
Dec 13 2017,$60.8453,$60.8400
Dec 12 2017,$61.0809,$61.0850
Dec 11 2017,$60.9266,$60.9100
Dec 08 2017,$60.7822,$60.7500
Dec 07 2017,$60.3690,$60.3550
Dec 06 2017,$59.9126,$59.9200
Dec 05 2017,$59.4565,$59.4600
Dec 04 2017,$59.6844,$59.7350
Dec 01 2017,$59.7274,$59.7100
Nov 30 2017,$60.8061,$60.8800
Nov 29 2017,$60.1008,$60.1300
Nov 28 2017,$59.9223,$59.9100
Nov 27 2017,$59.0962,$59.1300
Nov 24 2017,$58.8730,$58.8950
Nov 23 2017,$58.7708,$59.0200
Nov 22 2017,$58.7039,$58.7050
Nov 21 2017,$59.1294,$59.1250
Nov 20 2017,$58.8418,$58.8500
Nov 17 2017,$58.5657,$58.5600
Nov 16 2017,$58.6871,$58.6700
Nov 15 2017,$58.2387,$58.2200
Nov 14 2017,$58.3889,$58.3900
Nov 13 2017,$58.5112,$58.5100
Nov 10 2017,$58.2084,$58.2200
Nov 09 2017,$58.2337,$58.2600
Nov 08 2017,$58.6591,$58.6500
Nov 07 2017,$58.8145,$58.7800
Nov 06 2017,$58.5608,$58.5700
Nov 03 2017,$58.7022,$58.6600
Nov 02 2017,$58.7018,$58.7150
Nov 01 2017,$58.9403,$58.9300
Oct 31 2017,$59.0028,$59.0350
Oct 30 2017,$58.5634,$58.6000
Oct 27 2017,$58.8114,$58.7700
Oct 26 2017,$58.4330,$58.4800
Oct 25 2017,$58.1400,$58.1500
Oct 24 2017,$57.8819,$57.8600
Oct 23 2017,$57.6278,$57.6100
Oct 20 2017,$57.7380,$57.6800
Oct 19 2017,$56.8062,$56.7900
Oct 18 2017,$56.6977,$56.6900
Oct 17 2017,$56.9424,$56.9300
Oct 16 2017,$56.8744,$56.8900
Oct 13 2017,$56.6081,$56.5900
Oct 12 2017,$56.4797,$56.4600
Oct 11 2017,$56.5191,$56.5100
Oct 10 2017,$56.6788,$56.6400
Oct 06 2017,$56.7621,$56.7550
Oct 05 2017,$56.9514,$56.9500
Oct 04 2017,$56.1971,$56.1900
Oct 03 2017,$56.1603,$56.1600
Oct 02 2017,$56.1657,$56.1400
Sep 29 2017,$55.7723,$55.7550
Sep 28 2017,$55.3874,$55.3800
Sep 27 2017,$55.5137,$55.5100
Sep 26 2017,$54.7433,$54.7250
Sep 25 2017,$54.8487,$54.8100
Sep 22 2017,$54.7412,$54.7900
Sep 21 2017,$54.7528,$54.7400
Sep 20 2017,$54.8568,$54.8300
Sep 19 2017,$54.8637,$54.8450
Sep 18 2017,$54.8865,$54.8800
Sep 15 2017,$54.2926,$54.2700
Sep 14 2017,$54.2172,$54.2100
Sep 13 2017,$54.2339,$54.2200
Sep 12 2017,$54.1832,$54.1600
Sep 11 2017,$53.7150,$53.7200
Sep 08 2017,$53.2343,$53.2700
Sep 07 2017,$53.2442,$53.2450
Sep 06 2017,$53.7126,$53.7250
Sep 05 2017,$54.1994,$54.2200
Sep 01 2017,$54.6090,$54.6350
Aug 31 2017,$54.9688,$54.9200
Aug 30 2017,$55.2335,$55.2200
Aug 29 2017,$54.5290,$54.5400
Aug 28 2017,$54.3922,$54.3750
Aug 25 2017,$54.2883,$54.2900
Aug 24 2017,$54.3804,$54.3950
Aug 23 2017,$54.5783,$54.5900
Aug 22 2017,$54.8613,$54.8300
Aug 21 2017,$54.3116,$54.3300
Aug 18 2017,$54.2914,$54.2900
Aug 17 2017,$54.8127,$54.8300
Aug 16 2017,$55.4682,$55.4200
Aug 15 2017,$55.9216,$55.9200
Aug 14 2017,$55.8050,$55.8100
Aug 11 2017,$55.0766,$55.0600
Aug 10 2017,$55.2566,$55.2500
Aug 09 2017,$55.8570,$55.8500
Aug 08 2017,$55.7241,$55.7100
Aug 04 2017,$55.6758,$55.6550
Aug 03 2017,$55.2864,$55.2600
Aug 02 2017,$55.3377,$55.3400
Aug 01 2017,$55.1522,$55.1500
Jul 31 2017,$54.7236,$54.7100
Jul 28 2017,$54.6323,$54.6300
Jul 27 2017,$55.2245,$55.2000
Jul 26 2017,$54.8172,$54.7900
Jul 25 2017,$55.0357,$55.0300
Jul 24 2017,$54.8905,$54.8800
Jul 21 2017,$55.0686,$55.0500
Jul 20 2017,$55.3258,$55.3100
Jul 19 2017,$55.3330,$55.3250
Jul 18 2017,$55.1675,$55.1500
Jul 17 2017,$55.4076,$55.4050
Jul 14 2017,$55.2389,$55.2450
Jul 13 2017,$55.3129,$55.3150
Jul 12 2017,$55.2758,$55.2700
Jul 11 2017,$55.6541,$55.6700
Jul 10 2017,$55.5523,$55.5400
Jul 07 2017,$55.4738,$55.4700
Jul 06 2017,$55.4924,$55.5000
Jul 05 2017,$55.9924,$56.0400
Jul 04 2017,$55.7303,$55.9100
Jun 30 2017,$55.7730,$55.8200
Jun 29 2017,$55.8390,$55.8450
Jun 28 2017,$56.4411,$56.4300
Jun 27 2017,$56.5165,$56.5450
Jun 26 2017,$57.3279,$57.3200
Jun 23 2017,$57.3992,$57.4200
Jun 22 2017,$57.4127,$57.4150
Jun 21 2017,$57.8040,$57.7900
Jun 20 2017,$57.5864,$57.6000
Jun 19 2017,$57.7720,$57.7400
Jun 16 2017,$57.3104,$57.2750
Jun 15 2017,$57.5421,$57.5200
Jun 14 2017,$57.4712,$57.4500
Jun 13 2017,$57.5479,$57.5000
Jun 12 2017,$57.6774,$57.6650
Jun 09 2017,$58.2719,$58.2550
Jun 08 2017,$58.5260,$58.5500
Jun 07 2017,$58.5333,$58.5200
Jun 06 2017,$58.1167,$58.1250
Jun 05 2017,$58.4545,$58.4600
Jun 02 2017,$58.5568,$58.5250
Jun 01 2017,$58.4929,$58.4500
May 31 2017,$57.9866,$57.9950
May 30 2017,$57.7915,$57.8100
May 29 2017,$57.7669,$58.1350
May 26 2017,$57.8465,$57.8450
May 25 2017,$57.9256,$57.9250
May 24 2017,$57.3961,$57.4050
May 23 2017,$57.6787,$57.6600
May 19 2017,$57.2473,$57.2500
May 18 2017,$57.2665,$57.2750
May 17 2017,$57.0963,$57.1050
May 16 2017,$58.0094,$57.9850
May 15 2017,$58.2654,$58.2700
May 12 2017,$58.2549,$58.2400
May 11 2017,$58.2665,$58.2750
May 10 2017,$58.2260,$58.2200
May 09 2017,$58.4304,$58.4450
May 08 2017,$58.3686,$58.3600
May 05 2017,$58.2085,$58.1750
May 04 2017,$58.4087,$58.4100
May 03 2017,$58.1775,$58.1800
May 02 2017,$58.2169,$58.2050
May 01 2017,$58.0244,$58.0350
Apr 28 2017,$57.7870,$57.8150
Apr 27 2017,$57.7794,$57.7700
Apr 26 2017,$57.6859,$57.7100
Apr 25 2017,$57.5352,$57.5450
Apr 24 2017,$56.9637,$56.9550
Apr 21 2017,$56.3353,$56.3450
Apr 20 2017,$56.3641,$56.3900
Apr 19 2017,$55.9410,$55.9650
Apr 18 2017,$55.6542,$55.6750
Apr 17 2017,$55.5215,$55.5000
Apr 13 2017,$55.0935,$55.1350
Apr 12 2017,$55.2441,$55.2450
Apr 11 2017,$55.7234,$55.6650
Apr 10 2017,$55.7806,$55.7550
Apr 07 2017,$56.0660,$56.0550
Apr 06 2017,$56.1572,$56.1550
Apr 05 2017,$56.0431,$56.0800
Apr 04 2017,$56.1310,$56.1250
Apr 03 2017,$56.0079,$56.0150
Mar 31 2017,$55.7199,$55.7850
Mar 30 2017,$56.0028,$56.0150
Mar 29 2017,$55.8445,$55.8350
Mar 28 2017,$55.9781,$56.0250
Mar 27 2017,$55.5371,$55.5350
Mar 24 2017,$55.6343,$55.6000
Mar 23 2017,$55.7790,$55.8000
Mar 22 2017,$55.7289,$55.7550
Mar 21 2017,$55.7882,$55.7650
Mar 20 2017,$56.4970,$56.4850
Mar 17 2017,$56.4786,$56.5200
Mar 16 2017,$56.6008,$56.5900
Mar 15 2017,$56.5477,$56.5950
Mar 14 2017,$56.8313,$56.8250
Mar 13 2017,$56.8554,$56.8550
Mar 10 2017,$56.8893,$56.8900
Mar 09 2017,$56.8892,$56.8950
Mar 08 2017,$56.7765,$56.7950
